item_id,set,question_id,sentence
Set15_Q10,Set 15,QID702,Which option best describes the bolded and underlined word in the sentence above?
Set15_Q11,Set 15,QID609,"<span style=""color:#000000;""><span style=""font-size:19px;"">Nahisi wasiwasi ikiwa ugonjwa wangu uko na dalili ya magonjwa hatari. Ikiwa Ile kipimo dakitari atatumia iko na uchungu. Pia nahofia kufanywa <u><strong>oparesheni</strong></u>.</span></span>"
Set15_Q12,Set 15,QID610,Which option best describes the bolded and underlined word in the sentence above?
Set15_Q13,Set 15,QID816,"<span style=""font-size:19px;""><span style=""color:#000000;"">Ninafanya kazi na marafiki zangu, nilisoma maelezo ya kutumia protini na <strong><u>regimens</u></strong> nyingine za mazoezi na afya bora.</span></span>"
Set15_Q14,Set 15,QID817,Which option best describes the bolded and underlined word in the sentence above?
Set15_Q15,Set 15,QID615,"<span style=""color:#000000;""><span style=""font-size:19px;"">Niliweza kupea marafiki wangu matibabu ya kwanza walipoumia wakicheza uwanjani nilitibu vidonda vyao na kuweka </span><u><strong><span style=""font-size:19px;"">bandeji</span></strong></u><span style=""font-size:19px;"">.</span></span>"
Set15_Q16,Set 15,QID616,Which option best describes the bolded and underlined word in the sentence above?
Set15_Q17,Set 15,QID801,"<span style=""font-size:19px;""><span style=""color:#000000;"">Nilikutana na mtu ambaye alipata ajali na alikuwa anatoka damu nyingi, hivyo nikamfunga <u><strong>bandage</strong></u> na kuzuia damu isitoke.</span></span>"
Set15_Q18,Set 15,QID802,Which option best describes the bolded and underlined word in the sentence above?
Set15_Q19,Set 15,QID623,"<span style=""color:#000000;""><span style=""font-size:19px;"">Siku rafiki yangu alizimia tulipokuwa tukicheza <u><strong>soka</strong></u>. Nilimfanyia huduma ya kwanza na akapata fahamu.</span></span>"
Set15_Q20,Set 15,QID624,Which option best describes the bolded and underlined word in the sentence above?
Set16_Q1,Set 16,QID617,"<span style=""color:#000000;""><span style=""font-size:19px;"">Fanya shughuli za kupumzika, kama vile yoga, kutafakari; epuka pombe, <u><strong>tumbaku </strong></u>na dawa zingine; tumia kafeini kidogo. Mabadiliko haya ya mtindo wa maisha.</span></span>"
Set16_Q2,Set 16,QID618,Which option best describes the bolded and underlined word in the sentence above?
Set16_Q3,Set 16,QID703,"<span style=""color:#000000;""><span style=""font-size:19px;"">Katika wakati wangu wa ujauzito wasiwasi uliingilia pale nilipoambiwa lazima niingie </span><u><strong><span style=""font-size:19px;"">theatre</span></strong></u><span style=""font-size:19px;"">, kwa maana sijui litakalotokea hapo baadaye</span></span>"
Set16_Q4,Set 16,QID704,Which option best describes the bolded and underlined word in the sentence above?
Set16_Q5,Set 16,QID621,"<span style=""color:#000000;""><span style=""font-size:19px;"">Nimefanya <u><strong>sensa</strong></u> ya kujaribu kutoa maoni yangu kuhusu maradhi, magonjwa, huduma za hospitali. Na kwa kiwango kikubwa, maoni yangu yalikubalika kama ya maana.</span></span>"
Set16_Q6,Set 16,QID622,Which option best describes the bolded and underlined word in the sentence above?
Set16_Q7,Set 16,QID805,"<span style=""font-size:19px;""><span style=""color:#000000;"">Nahisi wasiwasi kutembelea dakitari wangu juu ya pesa nitatumia na pia kama <u><strong>insurance</strong></u> italipa au ama haitalipa,pia vipimo za ugonjwa</span></span>"
Set16_Q8,Set 16,QID804,Which option best describes the bolded and underlined word in the sentence above?
Set16_Q9,Set 16,QID627,"<span style=""color:#000000;""><span style=""font-size:19px;"">Wasiwasi na hofu katika kumtembelea dakitari <u><strong>ofisini</strong></u> huletwa na mazingira ya hospitalini. Pili harufu ya dawa na kemikali.</span></span>"
Set16_Q10,Set 16,QID628,Which option best describes the bolded and underlined word in the sentence above?
Set16_Q11,Set 16,QID715,"<span style=""color:#000000;""><span style=""font-size:19px;"">Sina wasiwasi kwa sababu wenye wamepeana kutumia kwa hizo </span><u><strong><span style=""font-size:19px;"">offices</span></strong></u><span style=""font-size:19px;""> ni watu wa thamana kisha wako uzoefu wa miaka mingi.</span></span>"
Set16_Q12,Set 16,QID716,Which option best describes the bolded and underlined word in the sentence above?
Set16_Q13,Set 16,QID631,"<span style=""color:#000000;""><span style=""font-size:19px;"">Madaktari wachache ndio wanaaminika, ni wazoefu, wanazingatia maadili, wengine wao wako kufuata <u><strong>hela</strong></u>.</span></span>"
Set16_Q14,Set 16,QID632,Which option best describes the bolded and underlined word in the sentence above?
Set16_Q15,Set 16,QID443,"<span style=""color:#000000;""><span style=""font-size:19px;"">Kuodoa kijiti kilichoingia </span></span><strong><u><span style=""color:#000000;""><span style=""font-size:19px;"">kitoleni</span></span></u><span style=""color:#3498db;""><span style=""font-size:19px;""> </span></span></strong><span style=""color:#000000;""><span style=""font-size:19px;"">cha ndugu yangu mdogo. Na baada ya dakika chache, niliweza kukiondoa kijiti kwa umaakini na uangalifu.</span></span>"
Set16_Q16,Set 16,QID444,Which option best describes the bolded and underlined word in the sentence above?
Set16_Q17,Set 16,QID750,"<span style=""color:#000000;""><span style=""font-size:19px;"">Fanya shughuli za kupumzika, kama vile yoga, kutafakari; epuka pombe, tumbaku na dawa zingine; tumia <u><strong>kafeini</strong></u> kidogo. Mabadiliko haya ya mtindo wa maisha.</span></span>"
Set16_Q18,Set 16,QID751,Which option best describes the bolded and underlined word in the sentence above?
Set16_Q19,Set 16,QID705,"<span style=""color:#000000;""><span style=""font-size:19px;"">Sina daktari wakibinafsi. Siwaamini daktari kwa sababu ya kutonipee taarifa kamili kuhusu dawa na hali yangu baada ya kunipima na </span><u><strong><span style=""font-size:19px;"">machine</span></strong></u><span style=""font-size:19px;"">.</span></span>"
Set16_Q20,Set 16,QID706,Which option best describes the bolded and underlined word in the sentence above?
Set17_Q1,Set 17,QID752,"<span style=""color:#000000;""><span style=""font-size:19px;"">Wasiwasi na hofu katika kumtembelea dakitari ofisini huletwa na mazingira ya hospitalini. Pili harufu ya dawa na <u><strong>kemikali</strong></u>.</span></span>"
Set17_Q2,Set 17,QID753,Which option best describes the bolded and underlined word in the sentence above?
Set17_Q3,Set 17,QID707,"<span style=""color:#000000;""><span style=""font-size:19px;"">Nimesoma katika chuo kikuu cha Kenyatta </span><u><strong><span style=""font-size:19px;"">university</span></strong></u><span style=""font-size:19px;""> hivyo Nina huwezo wa kuelewa na kujibu maswali yeyote ninayoulizwa na daktari</span></span>"
Set17_Q4,Set 17,QID708,Which option best describes the bolded and underlined word in the sentence above?
Set17_Q5,Set 17,QID625,"<span style=""color:#000000;""><span style=""font-size:19px;"">Mara nyingi mimi hutazama <u><strong>chaneli</strong></u><strong><span style=""color:#e74c3c;""><span style=""font-size:19px;""> </span></span></strong>ya YouTube kuhusu mambo ya afya au matibabu, ambapo nimeboresha ujuzi wangu.</span></span>"
Set17_Q6,Set 17,QID626,Which option best describes the bolded and underlined word in the sentence above?
Set17_Q7,Set 17,QID806,"<span style=""font-size:19px;""><span style=""color:#000000;"">Kuwepo kwa magonjwa ambukiza kama vile mafua na <u><strong>virus</strong></u> vya corona. Hiyo unitia hofu sana ukienda kwa dakitari.</span></span>"
Set17_Q8,Set 17,QID807,Which option best describes the bolded and underlined word in the sentence above?
Set17_Q9,Set 17,QID808,"<span style=""color:#000000;""><span style=""font-size:19px;"">Nilipokua nasoma <u><strong>biologia</strong></u> wakati nilipokua chuo kikuu niliweza kufahamu mambo kiasi kuhusu afya na kupata ujuzi na matibabu na pia matukio mbalimbali</span></span>"
Set17_Q10,Set 17,QID809,Which option best describes the bolded and underlined word in the sentence above?
Set17_Q11,Set 17,QID188,"<span style=""color:#000000;""><span style=""font-size:19px;"">Nimeishi na mgonjwa wa kisukari ambapo nimeweza kumwelekeza jinsi ya kutumia dawa za kisukari. Nimpa huduma ya kwanza mwana <u><strong>boda boda</strong></u> aliyegongwa na gari.</span></span>"
Set17_Q12,Set 17,QID391,Which option best describes the bolded and underlined word in the sentence above?
Set17_Q13,Set 17,QID797,"<span style=""color:#000000;""><span style=""font-size:19px;"">Nilienda kumtembelea daktari wangu wakati <u><strong>pressure</strong></u> ilikua juu na akanielezea kila kitu kuhusiana na afya yangu na jinsi ambavyo naweza tatua shida nilikuaa nayo</span></span>"
Set17_Q14,Set 17,QID798,Which option best describes the bolded and underlined word in the sentence above?
Set17_Q15,Set 17,QID629,"<span style=""color:#000000;""><span style=""font-size:19px;"">Dakitari&nbsp;wangu ni mtu aliye na utu na upendo kwa wateja wake ananisaidia <u><strong>kisaikolojia</strong></u> na ni mtu aliye na roho nzuri kwa wagonjwa wake.</span></span>"
Set17_Q16,Set 17,QID630,Which option best describes the bolded and underlined word in the sentence above?
Set17_Q17,Set 17,QID717,"<span style=""color:#000000;""><span style=""font-size:19px;"">Nilijua kutofautisha dalili za mafua na </span><u><strong><span style=""font-size:19px;"">flu</span></strong></u><span style=""font-size:19px;"">, hivyo nilijua ni lini ni lazima nione daktari kwa ushauri wa matibabu.</span></span>"
Set17_Q18,Set 17,QID718,Which option best describes the bolded and underlined word in the sentence above?
Set17_Q19,Set 17,QID447,"<span style=""color:#000000;""><span style=""font-size:19px;"">Kinachonifanya niwe na wasiwasi ninapotembelea ofisi ya dakitari ni kwamba naweza pata naugua ugonjwa wa sanaa na pia kudungwa </span><u><strong><span style=""font-size:19px;"">sidano</span></strong></u><span style=""font-size:19px;"">.</span></span>"
Set17_Q20,Set 17,QID450,Which option best describes the bolded and underlined word in the sentence above?
